[[[[111, 119, 85, 1, 64], [157, 89, 10, 163, 245]], 'Blue'], [[[90, 5, 10, 29, 412], [41, 54, 15, 555, 157]], 'Blue'], [[[14, 50, 202, 126, 121], [86, 59, 22, 161, 38]], 'Blue'], [[[36, 498, 497, 164, 79], [54, 157, 203, 145, 99]], 'Red']]
[[[[81, 80, 40, 121, 10], [82, 114, 79, 498, 497]], 'Blue'], [[[80, 61, 60, 86, 106], [164, 67, 267, 30, 145]], 'Blue'], [[[67, 76, 498, 555, 101], [69, 203, 238, 114, 497]], 'Red'], [[[2, 74, 350, 142, 236], [498, 111, 245, 39, 10]], 'Blue']]
[[[[53, 79, 157, 31, 51], [350, 86, 82, 69, 120]], 'Blue'], [[[266, 497, 104, 81, 84], [555, 126, 245, 45, 86]], 'Blue'], [[[84, 122, 30, 67, 25], [51, 31, 157, 517, 111]], 'Blue'], [[[64, 222, 68, 89, 80], [517, 236, 203, 84, 40]], 'Blue']]
[[[[236, 86, 45, 254, 25], [85, 11, 246, 81, 53]], 'Red'], [[[26, 64, 80, 11, 25], [412, 27, 32, 106, 134]], 'Red'], [[[83, 84, 17, 202, 115], [110, 16, 72, 68, 4]], 'Blue'], [[[516, 11, 37, 2, 222], [3, 350, 13, 91, 117]], 'Blue']]
[[[[203, 13, 498, 89, 18], [236, 54, 55, 35, 497]], 'Red'], [[[81, 107, 55, 10, 497], [555, 50, 8, 121, 105]], 'Blue'], [[[39, 245, 80, 134, 55], [555, 61, 126, 86, 107]], 'Blue'], [[[55, 145, 31, 64, 25], [80, 246, 8, 81, 102]], 'Blue']]
[[[[81, 36, 89, 18, 74], [236, 517, 9, 22, 121]], 'Blue'], [[[24, 141, 13, 89, 145], [74, 35, 164, 497, 498]], 'Blue'], [[[161, 67, 35, 412, 122], [157, 36, 555, 134, 76]], 'Blue'], [[[141, 34, 131, 412, 145], [13, 20, 114, 25, 51]], 'Red']]
[[[[412, 22, 91, 121, 68], [64, 25, 30, 39, 51]], 'Blue'], [[[7, 51, 64, 25, 8], [53, 15, 203, 68, 61]], 'Red'], [[[25, 69, 28, 223, 18], [164, 35, 39, 81, 16]], 'Red'], [[[81, 76, 145, 236, 412], [51, 92, 11, 13, 33]], 'Blue']]
[[[[236, 12, 427, 107, 13], [98, 157, 64, 50, 25]], 'Blue'], [[[80, 81, 98, 25, 134], [41, 3, 555, 145, 121]], 'Red'], [[[145, 30, 246, 25, 98], [101, 41, 79, 43, 81]], 'Red'], [[[98, 145, 36, 89, 112], [101, 121, 555, 236, 41]], 'Red']]
[[[[74, 81, 9, 24, 141], [10, 85, 15, 35, 555]], 'Red'], [[[163, 81, 10, 497, 64], [145, 203, 74, 53, 245]], 'Red'], [[[30, 26, 91, 74, 136], [245, 498, 555, 86, 64]], 'Red'], [[[21, 420, 350, 72, 8], [555, 80, 45, 240, 121]], 'Red']]
[[[[25, 51, 350, 7, 39], [145, 134, 64, 27, 267]], 'Blue'], [[[105, 412, 51, 92, 86], [122, 421, 39, 117, 81]], 'Blue'], [[[202, 53, 35, 131, 54], [13, 157, 22, 80, 76]], 'Blue'], [[[39, 81, 55, 555, 64], [24, 134, 99, 80, 79]], 'Red']]
[[[[4, 412, 498, 80, 30], [421, 61, 145, 497, 114]], 'Blue'], [[[236, 145, 30, 40, 91], [53, 2, 41, 238, 134]], 'Blue'], [[[432, 121, 41, 22, 134], [53, 4, 83, 145, 5]], 'Blue'], [[[107, 54, 161, 35, 15], [145, 121, 24, 412, 90]], 'Red']]
[[[[4, 412, 498, 80, 30], [421, 61, 145, 497, 114]], 'Blue'], [[[76, 161, 266, 267, 141], [142, 34, 61, 202, 15]], 'Blue'], [[[498, 99, 164, 16, 203], [30, 245, 555, 157, 145]], 'Red'], [[[32, 38, 13, 143, 498], [89, 3, 145, 28, 58]], 'Red']]
[[[[497, 498, 79, 131, 114], [517, 201, 236, 141, 122]], 'Red'], [[[120, 236, 18, 26, 75], [69, 119, 267, 24, 141]], 'Blue'], [[[240, 50, 13, 2, 555], [69, 122, 141, 53, 10]], 'Red'], [[[134, 41, 9, 13, 2], [133, 202, 267, 38, 141]], 'Red']]
[[[[76, 161, 266, 267, 141], [142, 34, 61, 202, 15]], 'Blue'], [[[21, 41, 102, 56, 25], [112, 236, 55, 22, 53]], 'Red'], [[[157, 222, 86, 61, 15], [131, 498, 29, 141, 9]], 'Blue'], [[[17, 50, 81, 136, 90], [222, 427, 412, 83, 267]], 'Blue']]
[[[[90, 222, 113, 114, 112], [127, 9, 236, 5, 555]], 'Red'], [[[25, 111, 34, 62, 91], [68, 32, 157, 41, 61]], 'Blue'], [[[25, 412, 104, 136, 77], [44, 10, 59, 45, 498]], 'Red'], [[[143, 18, 107, 102, 74], [246, 122, 13, 54, 16]], 'Red']]
[[[[246, 421, 143, 21, 518], [53, 2, 86, 7, 45]], 'Red'], [[[517, 145, 64, 44, 41], [10, 119, 17, 18, 555]], 'Blue'], [[[121, 10, 69, 236, 412], [22, 53, 421, 90, 133]], 'Blue'], [[[111, 8, 142, 28, 157], [421, 69, 86, 74, 223]], 'Red']]
[[[[92, 103, 67, 497, 154], [516, 412, 145, 10, 121]], 'Blue'], [[[555, 136, 222, 24, 33], [141, 21, 8, 103, 113]], 'Red'], [[[86, 136, 53, 81, 78], [67, 99, 2, 103, 59]], 'Red'], [[[131, 81, 2, 157, 50], [21, 102, 17, 53, 112]], 'Red']]
[[[[246, 421, 143, 21, 518], [53, 2, 86, 7, 45]], 'Red'], [[[163, 157, 122, 134, 53], [30, 127, 240, 236, 412]], 'Red'], [[[53, 105, 36, 236, 68], [203, 84, 1, 555, 498]], 'Blue'], [[[2, 111, 145, 517, 92], [157, 142, 246, 30, 40]], 'Red']]
[[[[45, 555, 121, 51, 164], [517, 421, 9, 145, 58]], 'Red'], [[[164, 30, 40, 498, 4], [145, 203, 58, 55, 555]], 'Red'], [[[203, 240, 236, 412, 82], [53, 80, 112, 157, 56]], 'Red'], [[[54, 203, 12, 240, 81], [30, 114, 498, 53, 74]], 'Blue']]
[[[[163, 157, 122, 134, 53], [30, 127, 240, 236, 412]], 'Red'], [[[64, 55, 157, 145, 53], [30, 240, 38, 555, 119]], 'Blue'], [[[53, 79, 157, 31, 51], [350, 86, 82, 69, 120]], 'Blue'], [[[266, 497, 104, 81, 84], [555, 126, 245, 45, 86]], 'Blue']]
[[[[81, 107, 55, 10, 497], [555, 50, 8, 121, 105]], 'Blue'], [[[105, 35, 202, 39, 40], [64, 99, 10, 51, 43]], 'Red'], [[[18, 35, 10, 154, 412], [245, 99, 41, 81, 555]], 'Red'], [[[111, 7, 67, 36, 23], [236, 2, 50, 105, 157]], 'Blue']]
[[[[164, 245, 80, 202, 412], [17, 518, 121, 114, 61]], 'Red'], [[[145, 64, 13, 99, 80], [17, 41, 4, 25, 21]], 'Red'], [[[517, 145, 64, 44, 41], [10, 119, 17, 18, 555]], 'Blue'], [[[350, 119, 17, 3, 14], [53, 245, 22, 2, 75]], 'Red']]
[[[[110, 111, 245, 134, 85], [13, 223, 80, 81, 141]], 'Red'], [[[134, 114, 2, 119, 412], [25, 39, 5, 145, 246]], 'Red'], [[[74, 81, 9, 24, 141], [10, 85, 15, 35, 555]], 'Red'], [[[80, 74, 35, 81, 104], [497, 498, 114, 18, 9]], 'Blue']]
[[[[142, 30, 236, 555, 58], [4, 76, 350, 81, 86]], 'Red'], [[[81, 54, 246, 111, 13], [412, 41, 107, 69, 145]], 'Blue'], [[[121, 10, 69, 236, 412], [22, 53, 421, 90, 133]], 'Blue'], [[[236, 145, 30, 40, 91], [53, 2, 41, 238, 134]], 'Blue']]
[[[[145, 99, 59, 24, 7], [64, 157, 236, 412, 8]], 'Blue'], [[[98, 8, 157, 76, 555], [236, 89, 5, 41, 7]], 'Blue'], [[[121, 53, 80, 7, 67], [81, 350, 119, 85, 136]], 'Red'], [[[64, 164, 74, 432, 51], [41, 16, 20, 4, 498]], 'Blue']]
[[[[99, 131, 53, 15, 107], [111, 145, 13, 141, 82]], 'Blue'], [[[412, 28, 114, 22, 142], [107, 75, 30, 498, 40]], 'Blue'], [[[145, 8, 58, 5, 26], [17, 157, 79, 34, 43]], 'Red'], [[[141, 498, 497, 54, 84], [89, 236, 8, 121, 13]], 'Red']]
[[[[114, 497, 142, 64, 498], [31, 164, 60, 236, 111]], 'Red'], [[[498, 164, 35, 31, 412], [266, 145, 82, 104, 497]], 'Blue'], [[[29, 13, 44, 85, 141], [31, 86, 59, 555, 81]], 'Blue'], [[[20, 29, 31, 13, 12], [74, 498, 412, 114, 60]], 'Blue']]
[[[[145, 267, 31, 133, 142], [8, 114, 89, 22, 121]], 'Blue'], [[[84, 236, 50, 64, 412], [202, 103, 25, 516, 245]], 'Blue'], [[[134, 114, 145, 30, 53], [497, 163, 246, 98, 498]], 'Blue'], [[[126, 80, 163, 2, 3], [145, 45, 114, 64, 412]], 'Red']]
[[[[555, 51, 245, 17, 45], [236, 80, 107, 60, 117]], 'Red'], [[[53, 120, 58, 145, 134], [498, 64, 4, 68, 555]], 'Red'], [[[26, 69, 20, 114, 110], [64, 8, 145, 91, 25]], 'Red'], [[[75, 222, 60, 412, 517], [555, 58, 154, 518, 145]], 'Red']]
[[[[45, 20, 25, 157, 86], [30, 96, 412, 8, 64]], 'Blue'], [[[58, 10, 15, 64, 12], [89, 30, 164, 498, 157]], 'Red'], [[[44, 72, 80, 45, 516], [99, 498, 86, 163, 141]], 'Blue'], [[[86, 53, 421, 21, 42], [35, 69, 41, 81, 40]], 'Red']]
[[[[240, 134, 421, 555, 157], [105, 121, 45, 133, 350]], 'Red'], [[[15, 150, 112, 35, 63], [53, 246, 202, 80, 54]], 'Blue'], [[[98, 121, 412, 74, 498], [142, 56, 89, 240, 45]], 'Blue'], [[[203, 240, 45, 68, 81], [80, 53, 22, 8, 163]], 'Blue']]
[[[[80, 74, 35, 81, 104], [497, 498, 114, 18, 9]], 'Blue'], [[[58, 28, 498, 84, 350], [111, 90, 246, 104, 145]], 'Red'], [[[223, 86, 74, 121, 22], [51, 412, 114, 107, 90]], 'Blue'], [[[51, 86, 60, 91, 12], [145, 134, 92, 121, 53]], 'Red']]
[[[[89, 8, 163, 58, 51], [110, 517, 50, 68, 2]], 'Red'], [[[119, 54, 34, 412, 121], [236, 164, 74, 80, 30]], 'Blue'], [[[555, 107, 15, 126, 105], [13, 2, 111, 145, 4]], 'Blue'], [[[223, 84, 164, 22, 54], [79, 157, 267, 498, 121]], 'Red']]
[[[[56, 25, 236, 8, 91], [145, 150, 61, 246, 143]], 'Red'], [[[51, 91, 25, 68, 421], [497, 145, 10, 246, 157]], 'Blue'], [[[91, 35, 45, 58, 102], [236, 64, 55, 412, 82]], 'Red'], [[[111, 22, 10, 64, 86], [45, 236, 91, 89, 203]], 'Blue']]
[[[[111, 8, 142, 28, 157], [421, 69, 86, 74, 223]], 'Red'], [[[74, 81, 9, 24, 141], [10, 85, 15, 35, 555]], 'Red'], [[[80, 74, 35, 81, 104], [497, 498, 114, 18, 9]], 'Blue'], [[[74, 555, 81, 240, 121], [1, 80, 497, 498, 24]], 'Red']]
[[[[268, 412, 38, 142, 86], [80, 36, 267, 61, 222]], 'Red'], [[[245, 37, 9, 111, 236], [222, 6, 14, 7, 223]], 'Blue'], [[[3, 91, 63, 57, 76], [164, 39, 50, 61, 7]], 'Blue'], [[[141, 4, 120, 497, 36], [238, 110, 99, 126, 63]], 'Red']]
[[[[127, 203, 267, 498, 126], [5, 111, 85, 119, 74]], 'Red'], [[[421, 84, 163, 75, 120], [420, 41, 90, 127, 76]], 'Blue'], [[[121, 89, 119, 85, 38], [30, 91, 81, 555, 7]], 'Red'], [[[555, 245, 31, 37, 21], [81, 69, 34, 518, 59]], 'Blue']]
[[[[245, 50, 37, 122, 38], [22, 26, 142, 121, 51]], 'Blue'], [[[75, 246, 96, 120, 150], [35, 112, 53, 101, 222]], 'Red'], [[[21, 6, 268, 497, 26], [79, 31, 45, 24, 39]], 'Blue'], [[[53, 121, 236, 240, 82], [3, 76, 497, 60, 498]], 'Blue']]
[[[[13, 18, 497, 39, 59], [412, 134, 51, 2, 85]], 'Blue'], [[[12, 8, 64, 84, 236], [59, 81, 89, 245, 13]], 'Red'], [[[7, 51, 64, 25, 8], [53, 15, 203, 68, 61]], 'Red'], [[[164, 498, 497, 240, 121], [246, 64, 412, 202, 13]], 'Blue']]
[[[[81, 64, 35, 85, 10], [61, 86, 498, 497, 78]], 'Blue'], [[[350, 67, 240, 104, 161], [114, 61, 498, 40, 36]], 'Red'], [[[126, 85, 8, 245, 119], [25, 421, 134, 21, 13]], 'Red'], [[[54, 61, 412, 51, 77], [92, 81, 59, 44, 10]], 'Blue']]
[[[[92, 50, 26, 54, 157], [99, 145, 67, 497, 86]], 'Red'], [[[10, 39, 18, 497, 236], [92, 134, 51, 80, 350]], 'Blue'], [[[25, 202, 64, 92, 236], [498, 111, 115, 105, 92]], 'Red'], [[[120, 133, 103, 127, 555], [103, 39, 120, 145, 80]], 'Red']]
[[[[81, 54, 246, 111, 13], [412, 41, 107, 69, 145]], 'Blue'], [[[236, 30, 267, 54, 245], [45, 33, 91, 41, 111]], 'Blue'], [[[81, 89, 141, 114, 101], [497, 154, 18, 91, 82]], 'Red'], [[[145, 25, 421, 3, 58], [99, 122, 105, 5, 498]], 'Blue']]
[[[[22, 136, 114, 134, 238], [38, 14, 222, 40, 18]], 'Red'], [[[8, 54, 134, 2, 142], [145, 115, 63, 74, 80]], 'Red'], [[[7, 76, 10, 41, 24], [17, 142, 222, 27, 101]], 'Red'], [[[41, 99, 18, 20, 25], [9, 161, 51, 157, 145]], 'Blue']]
[[[[20, 164, 91, 53, 145], [498, 497, 35, 18, 10]], 'Red'], [[[61, 10, 145, 20, 53], [8, 412, 51, 141, 122]], 'Blue'], [[[103, 121, 24, 555, 145], [497, 164, 76, 81, 39]], 'Red'], [[[76, 75, 555, 222, 7], [412, 51, 13, 64, 136]], 'Red']]
[[[[145, 64, 13, 99, 80], [17, 41, 4, 25, 21]], 'Red'], [[[113, 142, 15, 110, 38], [64, 98, 25, 136, 112]], 'Blue'], [[[163, 161, 517, 429, 80], [82, 86, 112, 29, 126]], 'Red'], [[[56, 111, 143, 22, 60], [74, 25, 427, 236, 98]], 'Blue']]
[[[[145, 64, 13, 99, 80], [17, 41, 4, 25, 21]], 'Red'], [[[77, 12, 31, 420, 18], [56, 29, 41, 267, 236]], 'Blue'], [[[91, 41, 53, 76, 202], [39, 72, 145, 412, 68]], 'Blue'], [[[99, 64, 555, 164, 81], [4, 37, 44, 41, 60]], 'Blue']]
[[[[45, 79, 6, 145, 50], [3, 9, 60, 498, 86]], 'Red'], [[[350, 36, 112, 22, 59], [267, 236, 64, 39, 82]], 'Red'], [[[39, 7, 20, 25, 51], [246, 22, 245, 43, 10]], 'Red'], [[[54, 45, 37, 59, 21], [246, 81, 36, 267, 35]], 'Red']]
[[[[9, 58, 110, 63, 19], [22, 75, 131, 201, 28]], 'Blue'], [[[86, 25, 40, 21, 62], [498, 36, 21, 85, 99]], 'Red'], [[[84, 412, 22, 80, 121], [427, 18, 86, 9, 134]], 'Red'], [[[24, 120, 238, 555, 67], [236, 21, 31, 107, 518]], 'Red']]
